"EID","REFERRAL","NUMBER_JOBS","PROG_EXER_RATE","INTPER_RATE","PRIOR_EXP","HIRE_REC","HIRE_DATE","TURNOVER_DATE","TURNOVER"
628006,"Yes","0-1","Concerns",10,"Yes",1,2016-07-01,NA,"No"
388629,"No","2","Pass",9,"Yes",3,2017-02-01,2020-07-01,"Yes"
607176,"No","2","Concerns",10,"No",2,2016-01-01,2017-04-01,"Yes"
691980,"No","0-1","Concerns",10,"No",3,2017-09-01,2018-04-01,"Yes"
990941,"No","0-1","Pass",10,"No",3,2016-01-01,NA,"No"
241575,"No","0-1","Concerns",9,"No",3,2017-01-01,NA,"No"
648740,"No","0-1","Pass",8,"No",2,2017-01-01,NA,"No"
479879,"No","2","Pass+",10,"Yes",2,2016-04-01,2018-05-01,"Yes"
259829,"No","2","Pass",2,"Yes",2,2016-01-01,2017-04-01,"Yes"
961397,"No","3+","Pass",7,"No",2,2016-01-01,2019-02-01,"Yes"
402701,"No","0-1","Pass",8,"No",3,2016-02-01,2016-08-01,"Yes"
522310,"No","0-1","Pass",9,"No",1,2016-03-01,2017-01-01,"Yes"
246890,"No","3+","Pass",9,"No",3,2016-01-01,2016-03-01,"Yes"
551601,"No","3+","Pass",5,"No",2,2016-01-01,2020-05-01,"Yes"
720288,"No","0-1","Concerns",10,"Yes",3,2017-04-01,NA,"No"
280378,"No","2","Pass",7,"No",2,2017-09-01,NA,"No"
424127,"No","0-1","Pass",10,"Yes",2,2017-02-01,NA,"No"
184308,"No","2","Pass",5,"No",2,2016-04-01,NA,"No"
514425,"No","0-1","Pass",10,"No",1,2016-02-01,NA,"No"
899132,"No","2","Pass",9,"No",2,2016-02-01,2018-08-01,"Yes"
477362,"No","3+","Pass",10,"No",3,2017-03-01,2017-07-01,"Yes"
362742,"No","0-1","Pass",10,"Yes",2,2017-08-01,2021-09-01,"Yes"
126519,"No","0-1","Pass",10,"Yes",3,2017-02-01,NA,"No"
651151,"No","3+","Concerns",9,"No",2,2017-01-01,2021-02-01,"Yes"
516616,"Yes","2","Pass",10,"No",3,2017-06-01,NA,"No"
260341,"No","3+","Concerns",9,"No",2,2016-01-01,2018-09-01,"Yes"
421034,"No","0-1","Pass",7,"No",3,2016-02-01,2016-09-01,"Yes"
128490,"No","0-1","Pass",9,"No",3,2017-02-01,2021-07-01,"Yes"
693191,"No","3+","Pass",9,"No",1,2016-02-01,2016-07-01,"Yes"
697536,"No","2","Pass",9,"No",2,2017-02-01,NA,"No"
570591,"No","0-1","Pass+",10,"No",2,2017-11-01,NA,"No"
598095,"No","0-1","Pass",9,"No",2,2016-03-01,2016-05-01,"Yes"
274813,"No","0-1","Pass",10,"No",3,2017-06-01,2021-02-01,"Yes"
486157,"No","2","Concerns",10,"No",2,2016-02-01,2018-05-01,"Yes"
271239,"No","3+","Pass",10,"No",3,2017-02-01,2017-11-01,"Yes"
488460,"No","0-1","Concerns",10,"No",2,2016-04-01,NA,"No"
401302,"No","0-1","Pass",9,"Yes",3,2017-01-01,NA,"No"
612030,"No","0-1","Pass",7,"No",2,2016-02-01,2019-05-01,"Yes"
599846,"No","0-1","Pass",10,"No",1,2016-04-01,NA,"No"
165955,"No","0-1","Concerns",10,"No",2,2016-01-01,NA,"No"
819133,"No","0-1","Concerns",10,"No",3,2016-01-01,2019-08-01,"Yes"
686386,"No","2","Concerns",6,"No",1,2017-04-01,2021-03-01,"Yes"
884180,"No","0-1","Pass",7,"No",2,2016-04-01,NA,"No"
950272,"No","2","Concerns",9,"No",2,2016-01-01,NA,"No"
191585,"No","0-1","Pass",3,"Yes",3,2017-05-01,NA,"No"
627654,"No","2","Concerns",8,"No",3,2017-12-01,2020-07-01,"Yes"
864666,"No","2","Pass",8,"Yes",2,2017-01-01,2021-12-01,"Yes"
950423,"Yes","2","Pass",9,"No",3,2017-01-01,NA,"No"
895307,"No","2","Concerns",10,"No",2,2016-01-01,2019-12-01,"Yes"
830401,"No","0-1","Concerns",6,"Yes",2,2017-02-01,2019-02-01,"Yes"
408957,"No","0-1","Pass",10,"No",2,2016-01-01,NA,"No"
422069,"Yes","0-1","Pass+",9,"No",2,2016-01-01,NA,"No"
131462,"No","0-1","Pass",10,"No",3,2016-02-01,NA,"No"
571717,"Yes","2","Concerns",10,"No",1,2017-02-01,NA,"No"
972435,"No","2","Pass+",9,"No",1,2016-06-01,NA,"No"
511507,"No","0-1","Concerns",7,"No",3,2016-04-01,NA,"No"
389707,"No","0-1","Pass",10,"No",2,2017-07-01,2019-08-01,"Yes"
403833,"Yes","0-1","Pass",8,"Yes",2,2016-02-01,NA,"No"
967729,"No","0-1","Pass",10,"No",2,2016-01-01,NA,"No"
399169,"No","0-1","Pass",9,"No",2,2017-03-01,2021-08-01,"Yes"
901898,"No","0-1","Pass",5,"Yes",2,2016-01-01,2018-07-01,"Yes"
437064,"No","2","Pass",9,"Yes",2,2016-06-01,NA,"No"
748771,"No","0-1","Pass",7,"No",2,2017-02-01,2017-07-01,"Yes"
398155,"No","0-1","Pass",7,"Yes",2,2016-04-01,2018-07-01,"Yes"
623543,"No","2","Pass",9,"No",2,2016-06-01,2019-01-01,"Yes"
721869,"No","2","Pass",10,"No",2,2017-01-01,NA,"No"
978293,"No","0-1","Concerns",6,"No",0,2017-02-01,2019-05-01,"Yes"
365925,"No","0-1","Pass",7,"Yes",3,2017-01-01,2019-05-01,"Yes"
487599,"No","2","Pass",10,"No",2,2017-05-01,NA,"No"
739347,"No","2","Pass",10,"No",3,2016-04-01,2021-03-01,"Yes"
737283,"No","2","Pass",6,"No",2,2017-02-01,2018-12-01,"Yes"
514274,"No","2","Pass",9,"No",1,2017-06-01,2019-11-01,"Yes"
976799,"No","0-1","Pass",10,"Yes",2,2016-04-01,2016-09-01,"Yes"
720035,"Yes","2","Pass",9,"No",2,2017-02-01,2019-06-01,"Yes"
540458,"No","2","Pass",0,"No",2,2017-02-01,2019-05-01,"Yes"
603323,"No","2","Pass",8,"No",3,2016-02-01,2020-04-01,"Yes"
564011,"No","0-1","Pass",7,"Yes",3,2017-02-01,NA,"No"
799037,"No","0-1","Pass",8,"Yes",2,2017-06-01,2021-09-01,"Yes"
670977,"No","0-1","Pass",9,"No",2,2016-03-01,2018-05-01,"Yes"
475198,"Yes","2","Pass",9,"No",1,2016-07-01,NA,"No"
856849,"No","0-1","Pass",10,"Yes",2,2017-03-01,NA,"No"
535403,"No","0-1","Pass",10,"No",2,2016-03-01,2016-04-01,"Yes"
406997,"No","0-1","Pass",8,"No",2,2016-01-01,NA,"No"
930115,"No","2","Pass+",8,"No",3,2016-01-01,NA,"No"
303840,"No","0-1","Pass",9,"No",2,2017-02-01,2019-05-01,"Yes"
786301,"No","0-1","Pass",9,"No",2,2016-02-01,2021-02-01,"Yes"
478573,"No","2","Pass",10,"No",2,2017-01-01,2019-11-01,"Yes"
513422,"No","2","Pass",7,"No",3,2016-02-01,2020-05-01,"Yes"
832674,"No","0-1","Pass",1,"No",3,2016-05-01,2017-02-01,"Yes"
655130,"No","0-1","Concerns",8,"No",2,2017-04-01,NA,"No"
961678,"No","0-1","Concerns",8,"No",3,2016-01-01,2016-04-01,"Yes"
212941,"No","0-1","Concerns",8,"No",2,2016-06-01,2017-12-01,"Yes"
171798,"No","2","Pass",1,"Yes",2,2016-05-01,2018-07-01,"Yes"
726697,"No","0-1","Concerns",10,"Yes",2,2017-01-01,NA,"No"
272726,"No","0-1","Pass+",10,"No",3,2016-01-01,2020-05-01,"Yes"
822325,"No","0-1","Pass",9,"No",2,2016-10-01,NA,"No"
242397,"No","0-1","Concerns",10,"No",2,2016-02-01,2017-10-01,"Yes"
887227,"No","0-1","Concerns",9,"No",2,2016-01-01,NA,"No"
568293,"No","2","Pass",10,"Yes",3,2016-02-01,2018-03-01,"Yes"
815706,"No","2","Pass",8,"No",2,2017-03-01,2019-02-01,"Yes"
229006,"No","2","Pass",10,"No",2,2016-06-01,2021-05-01,"Yes"
461475,"No","0-1","Pass",9,"No",2,2016-08-01,2017-12-01,"Yes"
862831,"No","2","Pass",7,"No",1,2017-02-01,NA,"No"
794277,"No","0-1","Pass",9,"No",1,2017-02-01,2018-03-01,"Yes"
588180,"No","3+","Pass+",6,"No",2,2016-03-01,2018-01-01,"Yes"
691084,"No","0-1","Concerns",10,"Yes",3,2016-03-01,2018-02-01,"Yes"
658991,"No","0-1","Pass",7,"No",2,2017-01-01,2018-01-01,"Yes"
723089,"Yes","2","Pass",9,"Yes",3,2017-02-01,NA,"No"
535930,"No","0-1","Concerns",10,"No",3,2016-02-01,2016-04-01,"Yes"
106928,"No","3+","Pass",8,"No",1,2016-07-01,2018-07-01,"Yes"
512441,"No","2","Pass",10,"No",2,2017-02-01,2019-12-01,"Yes"
421684,"Yes","0-1","Concerns",6,"Yes",3,2016-03-01,2016-09-01,"Yes"
570917,"No","2","Pass",5,"No",2,2016-01-01,NA,"No"
366645,"No","2","Concerns",9,"No",2,2016-05-01,2018-08-01,"Yes"
751957,"No","0-1","Concerns",7,"No",3,2016-02-01,2022-01-01,"Yes"
186908,"No","0-1","Pass",9,"No",1,2016-01-01,NA,"No"
795317,"No","2","Concerns",5,"No",1,2016-06-01,2017-03-01,"Yes"
749651,"No","0-1","Pass",7,"No",3,2016-03-01,2018-03-01,"Yes"
439380,"No","0-1","Pass",8,"Yes",2,2017-05-01,2018-01-01,"Yes"
153835,"No","2","Concerns",9,"No",2,2017-01-01,2021-01-01,"Yes"
310264,"No","0-1","Pass",10,"No",2,2016-02-01,NA,"No"
949944,"Yes","0-1","Pass",10,"No",2,2017-03-01,NA,"No"
301414,"No","2","Pass",8,"Yes",2,2017-08-01,2020-03-01,"Yes"
711235,"No","2","Pass",9,"No",1,2016-01-01,2018-10-01,"Yes"
564144,"No","0-1","Pass",10,"No",3,2017-02-01,NA,"No"
255751,"No","3+","Pass",8,"No",2,2017-03-01,2019-06-01,"Yes"
366788,"No","0-1","Pass",7,"No",1,2016-07-01,2020-11-01,"Yes"
667467,"No","0-1","Pass",10,"No",2,2017-04-01,2019-04-01,"Yes"
249397,"No","0-1","Pass",8,"No",3,2017-05-01,NA,"No"
374805,"No","2","Pass+",9,"Yes",1,2017-01-01,NA,"No"
554034,"No","0-1","Pass",2,"No",3,2017-01-01,NA,"No"
399943,"No","0-1","Pass",10,"No",2,2017-03-01,NA,"No"
239472,"Yes","0-1","Pass",10,"No",0,2016-03-01,2018-10-01,"Yes"
819070,"No","0-1","Pass",10,"No",3,2017-01-01,NA,"No"
780915,"No","0-1","Pass",8,"Yes",3,2017-04-01,NA,"No"
803200,"No","2","Concerns",8,"No",2,2016-02-01,2020-04-01,"Yes"
606933,"No","0-1","Pass",7,"No",3,2016-08-01,2018-06-01,"Yes"
143790,"Yes","3+","Pass",10,"No",3,2016-02-01,NA,"No"
718177,"No","2","Pass",10,"No",2,2016-04-01,2021-03-01,"Yes"
901499,"No","2","Pass+",7,"No",0,2017-02-01,2019-05-01,"Yes"
393988,"No","0-1","Pass",8,"Yes",2,2016-09-01,2017-02-01,"Yes"
160884,"No","0-1","Pass",7,"No",3,2017-06-01,2021-03-01,"Yes"
845577,"No","0-1","Pass",10,"Yes",1,2016-02-01,2016-11-01,"Yes"
317375,"Yes","2","Pass+",9,"Yes",2,2016-01-01,NA,"No"
809637,"No","0-1","Pass",10,"No",1,2017-03-01,2017-05-01,"Yes"
443074,"No","0-1","Pass+",8,"Yes",3,2016-02-01,2018-09-01,"Yes"
877087,"Yes","0-1","Pass",7,"No",1,2016-02-01,NA,"No"
962053,"Yes","0-1","Pass",8,"Yes",3,2016-04-01,NA,"No"
238541,"No","2","Pass",10,"Yes",3,2017-01-01,NA,"No"
760742,"No","3+","Concerns",9,"No",1,2016-01-01,2016-04-01,"Yes"
213114,"No","0-1","Pass",8,"No",0,2017-01-01,NA,"No"
259285,"No","0-1","Pass",10,"No",3,2017-01-01,2021-01-01,"Yes"
447956,"Yes","2","Pass",10,"Yes",2,2016-01-01,NA,"No"
215135,"No","0-1","Pass",9,"No",2,2017-02-01,2019-07-01,"Yes"
233618,"No","2","Pass",0,"No",2,2016-02-01,2018-02-01,"Yes"
728157,"No","0-1","Pass",10,"Yes",3,2017-02-01,2018-10-01,"Yes"
513168,"No","0-1","Concerns",9,"No",3,2017-05-01,2019-06-01,"Yes"
649195,"No","0-1","Pass",8,"No",2,2016-01-01,NA,"No"
904349,"No","3+","Pass",8,"No",3,2016-02-01,2018-10-01,"Yes"
699865,"No","2","Pass",8,"Yes",2,2017-02-01,2020-07-01,"Yes"
195381,"No","2","Pass",5,"No",3,2017-02-01,2017-03-01,"Yes"
491783,"No","2","Concerns",8,"Yes",3,2016-02-01,2016-09-01,"Yes"
530848,"No","0-1","Pass",10,"No",3,2016-02-01,NA,"No"
828075,"No","0-1","Pass",7,"Yes",2,2017-07-01,NA,"No"
732861,"No","0-1","Concerns",8,"No",3,2016-01-01,2016-12-01,"Yes"
958962,"Yes","2","Pass",6,"Yes",2,2016-03-01,NA,"No"
926148,"Yes","0-1","Pass",8,"No",3,2016-07-01,NA,"No"
653542,"No","2","Pass",7,"No",3,2016-08-01,NA,"No"
553902,"No","2","Pass",8,"No",3,2017-09-01,2021-05-01,"Yes"
158784,"No","0-1","Pass",9,"No",1,2016-03-01,NA,"No"
331222,"No","0-1","Pass",8,"Yes",3,2017-01-01,NA,"No"
429933,"No","2","Pass",10,"No",2,2017-01-01,2018-09-01,"Yes"
798904,"No","2","Pass+",10,"No",2,2017-01-01,NA,"No"
376950,"No","2","Concerns",8,"No",3,2016-01-01,2016-08-01,"Yes"
573376,"Yes","2","Pass",9,"No",2,2017-03-01,NA,"No"
383084,"No","3+","Pass",10,"Yes",3,2016-01-01,NA,"No"
150422,"Yes","0-1","Pass",10,"No",3,2016-01-01,NA,"No"
203871,"No","3+","Pass",9,"No",2,2016-02-01,2016-03-01,"Yes"
152908,"No","0-1","Pass",10,"No",3,2016-12-01,2019-05-01,"Yes"
190925,"No","0-1","Pass+",10,"No",2,2017-02-01,2021-05-01,"Yes"
126571,"No","0-1","Pass+",5,"No",2,2017-02-01,NA,"No"
331228,"No","3+","Pass",9,"No",1,2016-03-01,2020-06-01,"Yes"
538076,"No","0-1","Pass+",9,"No",2,2017-02-01,NA,"No"
509342,"No","2","Pass",10,"No",2,2017-01-01,NA,"No"
487483,"No","0-1","Pass+",10,"No",2,2017-10-01,2021-07-01,"Yes"
963861,"No","0-1","Pass",9,"No",2,2016-01-01,2020-01-01,"Yes"
840154,"No","0-1","Pass",10,"Yes",3,2017-02-01,NA,"No"
473125,"No","2","Pass",9,"No",3,2017-01-01,2021-04-01,"Yes"
150717,"No","0-1","Pass",8,"No",2,2017-01-01,2020-08-01,"Yes"
511095,"No","2","Pass",9,"Yes",3,2017-06-01,2020-06-01,"Yes"
872178,"No","0-1","Pass",10,"No",2,2016-02-01,2018-08-01,"Yes"
851689,"No","0-1","Pass",9,"No",2,2016-01-01,2020-03-01,"Yes"
234372,"No","2","Pass",10,"No",2,2016-03-01,2019-10-01,"Yes"
961584,"No","0-1","Pass",10,"Yes",2,2016-01-01,NA,"No"
382835,"No","0-1","Pass",7,"Yes",3,2017-05-01,2018-05-01,"Yes"
371941,"No","2","Pass",6,"No",3,2016-03-01,NA,"No"
358272,"Yes","2","Concerns",8,"No",2,2017-02-01,2018-12-01,"Yes"
865706,"No","2","Pass",9,"No",2,2017-01-01,2019-12-01,"Yes"
432067,"No","2","Concerns",10,"Yes",1,2016-08-01,2021-03-01,"Yes"
708776,"No","0-1","Pass",8,"No",3,2016-01-01,2016-03-01,"Yes"
848779,"No","0-1","Pass",10,"No",2,2016-02-01,2021-12-01,"Yes"
788680,"No","0-1","Pass",7,"No",2,2017-02-01,NA,"No"
955706,"Yes","0-1","Pass",10,"No",1,2016-02-01,NA,"No"
102723,"No","0-1","Pass",9,"Yes",3,2016-03-01,2016-07-01,"Yes"
662181,"No","2","Concerns",10,"No",3,2017-07-01,NA,"No"
645677,"No","0-1","Pass",4,"No",2,2016-01-01,2022-01-01,"Yes"
493655,"No","0-1","Pass",8,"No",2,2016-05-01,2018-04-01,"Yes"
455584,"No","0-1","Pass+",8,"Yes",2,2017-02-01,2019-03-01,"Yes"
471919,"No","2","Pass",7,"No",1,2017-01-01,2017-04-01,"Yes"
431560,"No","2","Pass",9,"No",1,2016-01-01,NA,"No"
972827,"No","3+","Concerns",8,"No",3,2016-02-01,2018-04-01,"Yes"
886625,"No","0-1","Pass",9,"No",1,2017-01-01,2020-10-01,"Yes"
712985,"No","3+","Pass",10,"No",2,2016-01-01,2018-10-01,"Yes"
988504,"No","0-1","Pass",7,"No",2,2017-03-01,2021-12-01,"Yes"
714945,"No","0-1","Pass",10,"Yes",1,2016-02-01,NA,"No"
729683,"No","2","Pass",7,"No",3,2017-02-01,2017-06-01,"Yes"
198428,"No","0-1","Pass",7,"No",2,2017-06-01,NA,"No"
794894,"No","0-1","Concerns",7,"No",3,2016-02-01,NA,"No"
732578,"No","0-1","Pass",10,"Yes",2,2017-01-01,2018-09-01,"Yes"
995892,"No","0-1","Pass+",10,"Yes",3,2017-03-01,2019-08-01,"Yes"
240278,"No","0-1","Concerns",8,"No",2,2016-03-01,NA,"No"
391207,"No","3+","Pass",8,"No",3,2016-02-01,2019-01-01,"Yes"
855679,"No","0-1","Pass",7,"No",3,2016-02-01,NA,"No"
579477,"No","0-1","Pass",8,"Yes",3,2016-05-01,NA,"No"
846729,"No","0-1","Pass",8,"No",3,2017-06-01,2019-08-01,"Yes"
730581,"No","0-1","Concerns",7,"No",2,2017-09-01,2018-03-01,"Yes"
645773,"No","0-1","Pass+",10,"No",3,2017-03-01,NA,"No"
924789,"No","2","Pass",6,"No",3,2016-04-01,2018-09-01,"Yes"
608672,"No","0-1","Pass",10,"No",3,2016-04-01,2020-10-01,"Yes"
255791,"No","0-1","Pass",8,"No",2,2017-04-01,NA,"No"
127661,"No","2","Pass",8,"No",2,2017-01-01,NA,"No"
244297,"Yes","0-1","Pass",8,"No",2,2016-01-01,NA,"No"
725554,"No","3+","Pass",8,"No",3,2017-05-01,2020-02-01,"Yes"
281615,"No","0-1","Pass",10,"No",2,2017-04-01,2020-10-01,"Yes"
336105,"No","0-1","Concerns",10,"Yes",3,2016-11-01,2017-02-01,"Yes"
386051,"No","2","Pass",9,"No",2,2016-01-01,NA,"No"
251531,"No","0-1","Pass",8,"No",2,2017-04-01,2021-08-01,"Yes"
972262,"No","2","Concerns",10,"No",2,2017-06-01,2019-09-01,"Yes"
612200,"No","0-1","Concerns",9,"No",0,2016-01-01,2018-05-01,"Yes"
554830,"No","2","Concerns",10,"No",2,2016-01-01,2019-10-01,"Yes"
486029,"No","0-1","Pass",8,"No",2,2016-03-01,2018-11-01,"Yes"
966704,"No","0-1","Pass",9,"No",3,2017-02-01,NA,"No"
727524,"No","0-1","Pass",8,"Yes",3,2016-01-01,2021-09-01,"Yes"
431323,"No","0-1","Pass",10,"Yes",3,2016-01-01,NA,"No"
210876,"No","3+","Pass",7,"No",2,2016-03-01,2016-11-01,"Yes"
589677,"No","3+","Concerns",9,"No",2,2017-01-01,NA,"No"
411799,"No","2","Concerns",10,"No",3,2017-05-01,NA,"No"
798646,"No","2","Pass",9,"Yes",2,2017-04-01,2017-05-01,"Yes"
536853,"No","0-1","Pass",10,"Yes",3,2016-05-01,NA,"No"
894561,"No","2","Pass",9,"No",2,2017-04-01,NA,"No"
608545,"No","0-1","Pass",8,"No",2,2017-02-01,2021-02-01,"Yes"
639415,"No","0-1","Concerns",7,"No",2,2017-02-01,2019-04-01,"Yes"
999423,"No","2","Concerns",9,"Yes",1,2016-02-01,2016-04-01,"Yes"
208526,"Yes","2","Pass",6,"No",2,2017-02-01,2019-11-01,"Yes"
565648,"No","0-1","Pass",9,"No",2,2017-01-01,2017-03-01,"Yes"
985006,"No","2","Pass",8,"No",0,2017-02-01,2021-02-01,"Yes"
975872,"No","0-1","Pass",8,"No",3,2016-01-01,2018-02-01,"Yes"
459192,"No","3+","Concerns",10,"No",3,2017-01-01,NA,"No"
872147,"No","3+","Pass",7,"No",2,2016-02-01,2017-12-01,"Yes"
152498,"No","3+","Concerns",8,"No",2,2017-04-01,2018-06-01,"Yes"
819147,"No","0-1","Pass",10,"No",3,2017-01-01,NA,"No"
570009,"No","0-1","Pass",9,"No",2,2017-01-01,2020-12-01,"Yes"
706417,"Yes","2","Concerns",8,"No",2,2017-02-01,2019-10-01,"Yes"
373522,"No","2","Pass",10,"Yes",3,2017-05-01,2018-09-01,"Yes"
105959,"No","2","Pass",7,"No",1,2017-03-01,NA,"No"
439098,"No","0-1","Concerns",10,"No",2,2017-03-01,NA,"No"
733222,"No","3+","Pass",7,"Yes",3,2016-02-01,2018-07-01,"Yes"
255671,"No","3+","Pass",8,"Yes",3,2017-01-01,NA,"No"
998505,"No","2","Concerns",10,"No",2,2016-02-01,2016-05-01,"Yes"
188607,"Yes","0-1","Pass",9,"No",2,2017-05-01,NA,"No"
516569,"No","3+","Concerns",6,"No",3,2017-02-01,NA,"No"
745299,"No","3+","Pass+",8,"No",2,2016-09-01,NA,"No"
895437,"No","0-1","Pass",10,"No",2,2016-02-01,2020-03-01,"Yes"
136760,"No","0-1","Pass",6,"No",1,2016-02-01,NA,"No"
543452,"No","0-1","Concerns",5,"No",2,2017-04-01,2021-04-01,"Yes"
803966,"Yes","0-1","Pass",8,"Yes",2,2017-01-01,2020-08-01,"Yes"
656753,"No","0-1","Pass",10,"No",3,2016-04-01,NA,"No"
487676,"No","0-1","Pass",8,"No",2,2017-01-01,NA,"No"
455143,"No","3+","Pass",8,"No",3,2016-07-01,2020-07-01,"Yes"
326250,"No","0-1","Pass",10,"Yes",3,2017-01-01,2019-07-01,"Yes"
955786,"No","3+","Pass+",7,"No",3,2017-02-01,2019-05-01,"Yes"
808240,"No","2","Pass",9,"Yes",3,2017-06-01,2021-05-01,"Yes"
573895,"No","0-1","Pass",10,"No",2,2016-04-01,NA,"No"
721574,"No","2","Pass",8,"No",3,2016-01-01,2018-05-01,"Yes"
767934,"No","0-1","Pass",7,"No",3,2017-02-01,NA,"No"
599754,"No","0-1","Pass+",9,"No",3,2017-01-01,2021-06-01,"Yes"
264605,"No","0-1","Pass",10,"No",2,2017-07-01,2021-08-01,"Yes"
526922,"No","0-1","Pass",8,"No",1,2017-03-01,2021-06-01,"Yes"
849693,"No","2","Concerns",8,"No",2,2016-01-01,2020-08-01,"Yes"
240178,"Yes","2","Pass",10,"Yes",2,2017-01-01,NA,"No"
165696,"No","0-1","Pass+",10,"Yes",2,2016-04-01,NA,"No"
380803,"Yes","0-1","Pass+",7,"No",3,2016-01-01,NA,"No"
157338,"No","2","Concerns",10,"Yes",3,2017-01-01,2020-01-01,"Yes"
745253,"Yes","0-1","Pass",9,"Yes",1,2017-01-01,NA,"No"
335884,"Yes","0-1","Pass",10,"Yes",2,2016-01-01,NA,"No"
857340,"No","0-1","Pass",8,"No",2,2016-01-01,2018-05-01,"Yes"
917737,"No","0-1","Pass",10,"No",3,2017-01-01,2021-05-01,"Yes"
586605,"No","2","Pass",9,"Yes",2,2017-01-01,2021-12-01,"Yes"
768059,"No","3+","Pass",10,"No",3,2016-01-01,2018-08-01,"Yes"
136415,"No","0-1","Pass",10,"No",3,2016-04-01,2018-10-01,"Yes"
939772,"No","0-1","Pass",10,"No",2,2016-01-01,2017-10-01,"Yes"
590273,"No","2","Pass",10,"No",3,2017-01-01,NA,"No"
600048,"Yes","0-1","Pass",10,"Yes",2,2017-08-01,NA,"No"
142350,"No","0-1","Pass+",8,"No",3,2016-02-01,2018-03-01,"Yes"
726600,"No","0-1","Concerns",8,"Yes",2,2017-02-01,NA,"No"
971221,"No","0-1","Pass",9,"Yes",3,2017-02-01,2019-06-01,"Yes"
641971,"No","0-1","Pass",8,"Yes",2,2016-11-01,2016-12-01,"Yes"
778044,"No","0-1","Pass",10,"No",2,2016-03-01,NA,"No"
173480,"No","3+","Concerns",10,"Yes",3,2016-09-01,2017-10-01,"Yes"
107055,"No","0-1","Pass",8,"Yes",2,2017-06-01,NA,"No"
255476,"Yes","2","Concerns",10,"No",3,2016-01-01,2017-10-01,"Yes"
938807,"No","3+","Pass",9,"No",2,2016-02-01,2017-10-01,"Yes"
621384,"No","0-1","Pass",8,"No",2,2016-01-01,2018-07-01,"Yes"
573910,"No","2","Concerns",9,"No",3,2017-01-01,2021-03-01,"Yes"
157710,"No","2","Pass",7,"Yes",2,2016-03-01,2017-06-01,"Yes"
163003,"No","0-1","Concerns",9,"Yes",3,2016-03-01,2018-07-01,"Yes"
900009,"No","0-1","Pass",7,"No",1,2016-01-01,NA,"No"
730652,"No","0-1","Pass",6,"Yes",2,2017-01-01,2021-02-01,"Yes"
109443,"No","0-1","Concerns",10,"No",2,2016-01-01,NA,"No"
455616,"No","0-1","Pass+",9,"No",2,2017-04-01,NA,"No"
574974,"No","0-1","Pass",7,"No",3,2016-01-01,2017-10-01,"Yes"
809675,"No","0-1","Pass",9,"Yes",2,2017-03-01,2018-05-01,"Yes"
287497,"No","0-1","Concerns",7,"No",2,2017-02-01,2017-03-01,"Yes"
974688,"No","0-1","Pass",8,"Yes",2,2017-02-01,2021-01-01,"Yes"
788272,"No","0-1","Pass",7,"No",2,2016-12-01,2017-03-01,"Yes"
808940,"No","2","Concerns",6,"No",3,2016-06-01,2018-02-01,"Yes"
281570,"No","2","Pass+",10,"Yes",2,2016-02-01,2018-06-01,"Yes"
369659,"No","2","Concerns",9,"No",2,2017-01-01,2019-11-01,"Yes"
542534,"No","0-1","Pass+",10,"No",3,2017-11-01,2018-10-01,"Yes"
613240,"No","2","Pass",8,"Yes",2,2017-03-01,2018-10-01,"Yes"
607006,"No","0-1","Pass",10,"No",1,2016-01-01,2016-04-01,"Yes"
284849,"Yes","0-1","Pass",9,"Yes",2,2017-01-01,NA,"No"
588053,"No","2","Pass",10,"No",3,2016-04-01,2020-10-01,"Yes"
592089,"No","0-1","Pass",10,"No",1,2017-07-01,NA,"No"
771921,"No","3+","Pass",7,"Yes",2,2017-03-01,2017-09-01,"Yes"
349155,"No","0-1","Pass",9,"No",2,2017-01-01,2019-02-01,"Yes"
134224,"Yes","0-1","Concerns",10,"No",2,2016-02-01,NA,"No"
755469,"No","0-1","Pass",7,"Yes",2,2016-02-01,2017-09-01,"Yes"
938983,"No","3+","Pass",9,"No",3,2017-03-01,2021-08-01,"Yes"
737180,"No","2","Concerns",8,"No",2,2016-08-01,2019-03-01,"Yes"
454541,"No","2","Pass",10,"Yes",2,2016-02-01,NA,"No"
846706,"No","0-1","Pass",9,"No",1,2017-01-01,2021-10-01,"Yes"
841010,"No","2","Pass",10,"No",1,2016-02-01,2018-10-01,"Yes"
539628,"No","2","Pass",10,"No",2,2016-08-01,2020-12-01,"Yes"
491998,"No","0-1","Pass",8,"No",2,2016-02-01,NA,"No"
274547,"Yes","0-1","Pass",8,"No",2,2016-01-01,2021-12-01,"Yes"
455174,"No","0-1","Pass",7,"No",3,2017-02-01,NA,"No"
565508,"No","2","Pass",8,"No",2,2016-05-01,2020-02-01,"Yes"
471030,"No","0-1","Concerns",7,"No",2,2017-01-01,NA,"No"
784314,"No","0-1","Pass",9,"No",0,2017-12-01,NA,"No"
907468,"No","0-1","Pass",7,"Yes",3,2017-02-01,2017-04-01,"Yes"
963844,"No","0-1","Pass",8,"Yes",3,2016-02-01,2017-12-01,"Yes"
683384,"No","2","Pass",8,"Yes",2,2016-01-01,2017-05-01,"Yes"
638147,"No","2","Pass",10,"No",3,2017-01-01,2017-03-01,"Yes"
411869,"No","0-1","Pass+",10,"No",3,2016-02-01,NA,"No"
114246,"No","0-1","Pass",9,"No",3,2016-03-01,2018-03-01,"Yes"
